Source,Target,Type,Id,Label,Weight
Веб-дизайн,Научно-исследовательская работа,Undirected,4885,,6
Microsoft Visio,Поиск и привлечение новых клиентов,Undirected,4886,,3
Разработка сметной документации,Управление проектами,Undirected,4887,,1
Работа с ERP-системами,Microsoft Visio,Undirected,4888,,4
Коммуникативная грамотность,Управление проектами,Undirected,4891,,674
Применение методологии IDEF,Базовая инструментальная грамотность,Undirected,4893,,1
amoCRM,Веб-аналитика,Undirected,4894,,1
Анализ целевой аудитории,Организация и проведение рекламных кампаний,Undirected,4895,,2
Ведение финансовой отчетности,Управление брендом,Undirected,4896,,1
PostgreSQL,Анализ данных,Undirected,4897,,3
Креативное мышление,Креативное мышление,Undirected,4898,,8
Креативное мышление,Продвижение продукта,Undirected,4899,,6
Взаимодействие с клиентами и заказчиками,Консультирование и ведение клиентов,Undirected,4900,,7
Работа с биржами,Проведение маркетинговых исследований,Undirected,4901,,12
Microsoft Excel,Продвижение в социальных сетях,Undirected,4902,,2
Figma,Написание статей,Undirected,4903,,2
SWOT- и PEST-анализ,Разработка стратегии,Undirected,4904,,5
Анализ продаж,Оптимизация бизнес-процессов,Undirected,4905,,5
Коучинг и проведение тренингов,Оптимизация бизнес-процессов,Undirected,4906,,6
Javascript,Анализ рынка,Undirected,4907,,8
Коммуникативная грамотность,Написание и редактирование текстов,Undirected,4908,,35
BPMN,Оптимизация бизнес-процессов,Undirected,4909,,13
Организаторские навыки,Формирование технических заданий,Undirected,4910,,5
Аналитическое мышление,Организация и управление бизнес-процессами,Undirected,4911,,93
Анализ продаж,Организаторские навыки,Undirected,4912,,8
Монтаж инженерных сетей и систем,Техническая грамотность,Undirected,4913,,9
Управление брендом,Базовая инструментальная грамотность,Undirected,4915,,4
Microsoft Excel,Экономический анализ,Undirected,4916,,2
Веб-аналитика,Создание промо-роликов и анонсов,Undirected,4917,,1
Работа с поставщиками,Управление продуктом,Undirected,4918,,14
Microsoft Excel,Проведение закупок,Undirected,4919,,1
Многозадачность,Работа в команде,Undirected,4920,,48
Анализ рынка,Обучаемость и адаптивность,Undirected,4921,,26
Системное и интегративное мышление,Знания в области электротехники,Undirected,4922,,18
Маркетинг,Работа в команде,Undirected,4923,,2
Google Analytics,HTML/CSS,Undirected,4924,,1
Аналитическое мышление,Проведение закупок,Undirected,4925,,7
Работа с маркетплейсами,Google Analytics,Undirected,4926,,2
Веб-аналитика,Статистическая обработка данных,Undirected,4927,,1
Microsoft Power BI,Аудит информационных систем и безопасности,Undirected,4928,,3
Amplitude,Анализ рынка,Undirected,4929,,8
UML,Анализ данных,Undirected,4930,,3
Microsoft Project,Работа в команде,Undirected,4931,,2
Microsoft Project,Microsoft Power BI,Undirected,4932,,1
Google Analytics,Продвижение в социальных сетях,Undirected,4933,,5
Confluence,Microsoft PowerPoint,Undirected,4934,,5
IBM SPSS Statistics,Управление брендом,Undirected,4935,,1
Работа в команде,Знания в области силовой электроники,Undirected,4936,,1
Знание английского языка,Проведение лабораторной диагностики,Undirected,4937,,2
Составление карты пути клиента (CJM),Клиентоориентированность,Undirected,4938,,3
Управление продуктом,Управление и планирование продаж,Undirected,4939,,8
Мобильная разработка (IOS),UI/UX Дизайн,Undirected,4940,,2
Медиалогия,Мониторинг СМИ,Undirected,4941,,2
Adobe Photoshop,Проведение интервью,Undirected,4943,,4
Публичные выступления и проведение презентаций,Анализ потребителей,Undirected,4944,,13
GameDev,Работа в команде,Undirected,4945,,3
Коммуникативная грамотность,Создание и дистрибуция контента,Undirected,4946,,4
UML,Разработка проектной документации,Undirected,4947,,4
Проведение маркетинговых исследований,Математический анализ,Undirected,4948,,1
Управление проектами,Сбор и анализ требований,Undirected,4949,,4
Анализ рынка,Проведение интервью,Undirected,4950,,25
Научно-исследовательская работа,Системный анализ,Undirected,4951,,25
Проведение закупок,Целеустремленность и работоспособность,Undirected,4952,,3
Управление проектами,Визуализация данных,Undirected,4953,,13
Business studio,Аналитическое мышление,Undirected,4954,,1
Проведение клинических исследований,Управление данными,Undirected,4955,,1
API,Сбор и анализ требований,Undirected,4956,,6
Google Analytics,Управление ассортиментом,Undirected,4957,,1
Научно-исследовательская работа,Участие в профессиональных выставках,Undirected,4959,,5
Microsoft Project,Математическое моделирование,Undirected,4960,,2
Параллельное программирование,Знание базовых принципов разработки,Undirected,4961,,2
SIMATIC,Базовые знания ПК,Undirected,4962,,9
Python,Оценка стоимости имущества,Undirected,4963,,1
Веб-аналитика,Участие в профессиональных выставках,Undirected,4964,,1
Google Docs,Многозадачность,Undirected,4965,,3
Знание английского языка,Git,Undirected,4966,,2
Научно-исследовательская работа,Организация и управление бизнес-процессами,Undirected,4967,,185
Проведение маркетинговых исследований,Обучаемость и адаптивность,Undirected,4968,,30
Организация и управление бизнес-процессами,Управление затратами,Undirected,4970,,2
Многозадачность,Разработка нормативной документации,Undirected,4971,,11
Креативное мышление,Многозадачность,Undirected,4972,,12
Многозадачность,Публичные выступления и проведение презентаций,Undirected,4973,,48
Поиск и привлечение новых клиентов,Взаимодействие с клиентами и заказчиками,Undirected,4974,,1
Разработка айдентики бренда,Написание и редактирование текстов,Undirected,4975,,1
Аналитическое мышление,Мобильная разработка (IOS),Undirected,4976,,2
Медиалогия,Microsoft Excel,Undirected,4977,,2
Google AdWords,Анализ данных,Undirected,4978,,3
Продажи,Ведение документооборота,Undirected,4979,,7
SWOT- и PEST-анализ,Целеустремленность и работоспособность,Undirected,4980,,2
Организаторские навыки,Организация и контроль промо-акций,Undirected,4982,,3
Публичные выступления и проведение презентаций,Упаковка товаров,Undirected,4983,,7
Математический анализ,Организация учебного процесса,Undirected,4984,,1
Написание и редактирование текстов,Умение принимать решения,Undirected,4985,,1
Научно-исследовательская работа,Формирование технических заданий,Undirected,4986,,94
Adobe Photoshop,WordPress,Undirected,4987,,4
Создание презентационных материалов,Лидерство и управление персоналом,Undirected,4988,,24
DAX,Информационная грамотность,Undirected,4989,,2
Microsoft PowerPoint,Самоорганизованность,Undirected,4990,,9
Контроль качества,Проведение интервью,Undirected,4991,,4
Применение методологии IDEF,Коммуникативная грамотность,Undirected,4992,,3
Анализ данных,Инициативность,Undirected,4993,,2
Microsoft Outlook,Системное и интегративное мышление,Undirected,4994,,1
Коммуникативная грамотность,Обучаемость и адаптивность,Undirected,4995,,51
Оптимизация бизнес-процессов,Базовые знания ПК,Undirected,4996,,5
Научно-исследовательская работа,Ведение управленческой отчетности,Undirected,4997,,2
Business studio,Системный анализ,Undirected,4998,,1
amoCRM,Базовая инструментальная грамотность,Undirected,4999,,1
Знание базовых принципов разработки,Чтение проектной документации,Undirected,5000,,1
Google Analytics,Управление брендом,Undirected,5001,,5
Графический дизайн,Управление проектами,Undirected,5002,,5
Microsoft Visio,SWOT- и PEST-анализ,Undirected,5003,,3
Проведение интервью,Подготовка пресс-релизов,Undirected,5006,,2
Microsoft PowerPoint,Умение принимать решения,Undirected,5007,,3
Проведение маркетинговых исследований,Создание промо-роликов и анонсов,Undirected,5008,,2
Ответственность и проактивность,Организаторские навыки,Undirected,5009,,20
Продажи,Управление лояльностью клиентов,Undirected,5010,,3
Экономический анализ,Ведение документооборота,Undirected,5011,,4
Знание английского языка,Медиапланирование,Undirected,5012,,1
Управление и планирование продаж,Разработка стратегии,Undirected,5013,,14
Разработка стратегии,Упаковка товаров,Undirected,5014,,4
Визуализация данных,Многозадачность,Undirected,5015,,5
Знание базовых принципов разработки,CAD/САПР,Undirected,5016,,2
Анализ ценообразования,Публичные выступления и проведение презентаций,Undirected,5017,,13
Microsoft Office,Подготовка коммерческих предложений,Undirected,5018,,1
Ведение бухгалтерского учета,Базовые знания ПК,Undirected,5019,,1
Критическое мышление,Лидерство,Undirected,5020,,3
CAD/САПР,Чтение технической документации,Undirected,5021,,1
Управление проектами,Работа с конфликтами,Undirected,5022,,8
Ведение документооборота,Работа с поставщиками,Undirected,5023,,4
Анализ организационной структуры,Управление проектами,Undirected,5024,,4
3D печать,Лидерство и управление персоналом,Undirected,5025,,2
Анализ рынка,Веб-аналитика,Undirected,5026,,23
Создание и дистрибуция контента,Управление проектами,Undirected,5027,,11
SWOT- и PEST-анализ,Публичные выступления и проведение презентаций,Undirected,5028,,16
Работа в CRM-системах,Публичные выступления и проведение презентаций,Undirected,5029,,7
Обучаемость и адаптивность,Формирование технических заданий,Undirected,5030,,2
Разработка айдентики бренда,Организация и управление бизнес-процессами,Undirected,5031,,1
Самоорганизованность,Управление проектами,Undirected,5033,,114
Python,Информационная грамотность,Undirected,5034,,6
Confluence,API,Undirected,5037,,17
Коммуникативная грамотность,Знание испанского языка,Undirected,5038,,20
Клиентоориентированность,Целеустремленность и работоспособность,Undirected,5039,,7
Google Docs,Разработка маркетинговых стратегий,Undirected,5040,,4
Работа в LMS-системах,UI/UX Дизайн,Undirected,5042,,3
Анализ продаж,Разработка маркетинговых стратегий,Undirected,5043,,8
Анализ конкурентной среды,Работа с поставщиками,Undirected,5044,,5
Креативное мышление,Организаторские навыки,Undirected,5045,,50
Работа с маркетплейсами,Системное и интегративное мышление,Undirected,5046,,10
Работа с ERP-системами,Консультирование и ведение клиентов,Undirected,5047,,2
Веб-дизайн,Администрирование сайтов,Undirected,5049,,2
Управление ассортиментом,Анализ потребителей,Undirected,5050,,1
Управление продуктом,Маркировка,Undirected,5051,,1
Обучаемость и адаптивность,Логическое мышление,Undirected,5052,,18
Математическое моделирование,CAD/САПР,Undirected,5053,,1
Анализ продаж,Анализ конкурентной среды,Undirected,5054,,31
Коммуникативная грамотность,Работа с жилой недвижимостью,Undirected,5055,,1
Microsoft PowerPoint,Умение преподавать,Undirected,5056,,5
Анализ продаж,Анализ рынка,Undirected,5057,,38
Microsoft Office,Коммуникативная грамотность,Undirected,5058,,38
Управление продуктом,Microsoft Word,Undirected,5059,,1
DevOps,Apache Kafka,Undirected,5060,,2
MySQL,Аналитическое мышление,Undirected,5062,,2
Создание презентационных материалов,Внимательность,Undirected,5063,,2
Canva,Microsoft PowerPoint,Undirected,5064,,1
Позитивное мышление,Целеустремленность и работоспособность,Undirected,5065,,1
Microsoft Visio,Tableau,Undirected,5066,,1
Аналитическое мышление,Поиск и привлечение новых клиентов,Undirected,5067,,6
Microsoft Outlook,Microsoft PowerPoint,Undirected,5068,,3
Аналитическое мышление,Ответственность и проактивность,Undirected,5069,,17
Применение метода Customer Development,Знание английского языка,Undirected,5071,,5
Microsoft Power BI,Целеустремленность и работоспособность,Undirected,5072,,5
Обеспечение информационной безопасности,Коммуникативная грамотность,Undirected,5073,,5
Работа с маркетплейсами,Учет товарно-материальных ценностей,Undirected,5074,,8
Проведение маркетинговых исследований,Разработка маркетинговых стратегий,Undirected,5075,,111
Научно-исследовательская работа,Организация выставок,Undirected,5076,,4
Confluence,Управление проектами,Undirected,5077,,15
Python,Работа с инвесторами,Undirected,5078,,1
Поисковая оптимизация сайтов (SEO),Организация и контроль промо-акций,Undirected,5079,,2
Знание английского языка,Аудит информационных систем и безопасности,Undirected,5080,,1
Организаторские навыки,Управление и планирование продаж,Undirected,5081,,15
Взаимодействие с государственными контролирующими органами,Логическое мышление,Undirected,5082,,1
Логическое мышление,Разработка стратегии,Undirected,5083,,6
Разработка айдентики бренда,Лидерство и управление персоналом,Undirected,5084,,1
Организаторские навыки,Поиск и привлечение новых клиентов,Undirected,5085,,6
Работа в системах управления проектами,Клиентоориентированность,Undirected,5086,,3
Проведение A/B тестирования,Figma,Undirected,5087,,1
Целеустремленность и работоспособность,Целеустремленность и работоспособность,Undirected,5088,,6
Математическое моделирование,Публичные выступления и проведение презентаций,Undirected,5089,,3
Клиентоориентированность,Работа с конфликтами,Undirected,5090,,5
Организация учебного процесса,Системное и интегративное мышление,Undirected,5091,,2
Самоорганизованность,Участие в профессиональных выставках,Undirected,5092,,1
Обучаемость и адаптивность,Лидерство и управление персоналом,Undirected,5093,,43
Microsoft Office,Работа с поставщиками,Undirected,5094,,2
Проведение инвестиционных операций,Управление рисками,Undirected,5095,,1
Аналитическое мышление,Работа в команде,Undirected,5096,,137
Лидерство,Работа с конфликтами,Undirected,5097,,8
Знание английского языка,QA / Тестирование,Undirected,5098,,3
Научно-исследовательская работа,Контроль качества,Undirected,5099,,8
Фотосъемка,Управление проектами,Undirected,5100,,2
Анализ данных,Ведение управленческой отчетности,Undirected,5101,,1
Выполнение электротехнических работ,Техническая грамотность,Undirected,5102,,9
Мобильная разработка (IOS),Целеустремленность и работоспособность,Undirected,5103,,1
Анализ рынка,Сбор и анализ требований,Undirected,5105,,4
Знание основ в области маркетинга,1С: ERP,Undirected,5106,,6
Управление продуктом,Анализ рынка,Undirected,5107,,100
Знание базовых принципов разработки,Разработка проектной документации,Undirected,5108,,1
Проведение закупок,Информационная грамотность,Undirected,5109,,12
Figma,Анализ рынка,Undirected,5110,,5
Математическое моделирование,Формирование технических заданий,Undirected,5111,,1
Информационная грамотность,Ведение управленческой отчетности,Undirected,5112,,2
Разработка маркетинговых стратегий,Разработка PR стратегии,Undirected,5113,,1
Управленческое консультирование,Управление продуктом,Undirected,5114,,1
Организация PR-кампаний,Управление проектами,Undirected,5115,,1
Работа в LMS-системах,Работа с конфликтами,Undirected,5116,,3
Продажи,Математический анализ,Undirected,5117,,1
Обеспечение информационной безопасности,Организаторские навыки,Undirected,5118,,2
Организация и управление бизнес-процессами,Qlik Sense,Undirected,5119,,2
Знание основ в области маркетинга,Figma,Undirected,5120,,4
Управление продуктом,Работа с маркетплейсами,Undirected,5121,,7
Выполнение производственного технического контроля,Прохождение и проведение экспертиз,Undirected,5122,,9
Поиск и привлечение новых клиентов,Системное и интегративное мышление,Undirected,5123,,2
Microsoft Power BI,Оценка эффективности рекламных инструментов,Undirected,5124,,4
Продажи,Оптимизация бизнес-процессов,Undirected,5125,,24
Подготовка пресс-релизов,Управление проектами,Undirected,5126,,2
Разработка программного обеспечения,Самоорганизованность,Undirected,5127,,1
Google Analytics,Аналитическое мышление,Undirected,5128,,10
Google Analytics,Анализ рынка,Undirected,5129,,20
Анализ финансово-хозяйственной деятельности,Анализ конкурентной среды,Undirected,5130,,3
Работа в LMS-системах,Аналитическое мышление,Undirected,5131,,3
Обеспечение информационной безопасности,Целеустремленность и работоспособность,Undirected,5132,,1
Знание английского языка,Лидерство и управление персоналом,Undirected,5133,,25
Ответственность и проактивность,Работа с оргтехникой,Undirected,5134,,3
Разработка айдентики бренда,Продвижение продукта,Undirected,5135,,1
Анализ рынка,Управление брендом,Undirected,5136,,29
Управление рисками,Информационная грамотность,Undirected,5137,,9
Продажи,Управление продуктом,Undirected,5138,,91
Microsoft Excel,Знание английского языка,Undirected,5139,,21
Управление проектами,Prometheus,Undirected,5140,,6
Проведение процедуры банкротства,Анализ потребителей,Undirected,5141,,1
Аналитическое мышление,Разработка программного обеспечения,Undirected,5142,,1
Визуализация данных,Управление продуктом,Undirected,5143,,10
Организация и управление бизнес-процессами,Целеустремленность и работоспособность,Undirected,5144,,21
Медиапланирование,Управление брендом,Undirected,5145,,3
Составление договоров,Публичные выступления и проведение презентаций,Undirected,5146,,10
Управление продуктом,Работа с ERP-системами,Undirected,5147,,8
Коммуникативная грамотность,"Знание, соблюдение и обеспечение техники безопасности",Undirected,5148,,8
Работа в команде,Химический анализ,Undirected,5149,,2
Работа с маркетплейсами,Продажи,Undirected,5151,,134
Управление проектами,Git,Undirected,5152,,3
SWOT- и PEST-анализ,Базовые знания ПК,Undirected,5153,,12
Microsoft Project,Статистическая обработка данных,Undirected,5154,,2
Маркировка,Системный анализ,Undirected,5155,,1
Информационная грамотность,Внимательность,Undirected,5156,,9
Google Analytics,Microsoft Power BI,Undirected,5157,,1
Составление карты пути клиента (CJM),Разработка пользовательских сценариев,Undirected,5158,,6
UI/UX Дизайн,Ведение отчетности,Undirected,5159,,1
amoCRM,Разработка маркетинговых стратегий,Undirected,5160,,1
Simatic WinCC,Simatic WinCC,Undirected,5161,,9
Коммуникативная грамотность,Знание русского языка,Undirected,5162,,6
Публичные выступления и проведение презентаций,Оптимизация бизнес-процессов,Undirected,5163,,28
Разработка маркетинговых стратегий,Управление лояльностью клиентов,Undirected,5164,,7
Научно-исследовательская работа,Разработка нормативной документации,Undirected,5165,,12
Управление брендом,Работа в команде,Undirected,5166,,6
QUIK,Знание английского языка,Undirected,5167,,2
1С: ERP,Организация и проведение рекламных кампаний,Undirected,5168,,2
Взаимодействие с образовательными организациями,Знание базовых принципов разработки,Undirected,5169,,2
Знание основ в области маркетинга,Знание основ в области маркетинга,Undirected,5170,,260
Проведение маркетинговых исследований,Создание презентационных материалов,Undirected,5171,,82
SWOT- и PEST-анализ,Анализ данных,Undirected,5172,,12
Проведение лабораторной диагностики,Управление проектами,Undirected,5173,,9
Самоорганизованность,Внимательность,Undirected,5174,,8
Чтение проектной документации,Системный анализ,Undirected,5175,,2
Работа с биржами,Анализ ценообразования,Undirected,5176,,2
Подбор персонала,Системное и интегративное мышление,Undirected,5177,,3
Анализ конкурентной среды,Веб-аналитика,Undirected,5178,,15
Веб-аналитика,Научно-исследовательская работа,Undirected,5179,,34
Работа в CRM-системах,Google Analytics,Undirected,5180,,1
Научно-исследовательская работа,Составление договоров,Undirected,5181,,9
Знания в области логистики,Системное и интегративное мышление,Undirected,5182,,3
Формирование технических заданий,Продвижение продукта,Undirected,5183,,2
Разработка пользовательских сценариев,Организация и проведение рекламных кампаний,Undirected,5184,,3
Управление продуктом,Проведение валютных операций,Undirected,5185,,4
Проведение валютных операций,Знание английского языка,Undirected,5186,,4
Ведение отчетности,Системный анализ,Undirected,5187,,1
Знание испанского языка,Информационная грамотность,Undirected,5188,,5
Управление брендом,Внимательность,Undirected,5189,,4
Adobe Photoshop,Работа в команде,Undirected,5190,,3
Численные расчеты,Управление проектами,Undirected,5191,,4
Клиентоориентированность,Химический анализ,Undirected,5193,,2
Математическое моделирование,Базовые знания ПК,Undirected,5195,,1
BPMN,Информационная грамотность,Undirected,5197,,11
Работа с биржами,Знание английского языка,Undirected,5198,,8
Составление карты пути клиента (CJM),Визуализация данных,Undirected,5199,,3
Применение методологии IDEF,Управление производством,Undirected,5200,,2
"Знание, соблюдение и обеспечение пожарной безопасности",Работа в команде,Undirected,5201,,2
Стрессоустойчивость,Логическое мышление,Undirected,5202,,6
Маркетинг,Целеустремленность и работоспособность,Undirected,5203,,3
"Знание, соблюдение и обеспечение техники безопасности",Базовые знания ПК,Undirected,5204,,4
Google Sheets,Продвижение продукта,Undirected,5205,,3
Логическое мышление,Ведение отчетности,Undirected,5206,,7
Microsoft Power BI,Обслуживание клиентов банка,Undirected,5207,,2
Продажи,Работа с дебиторской задолженностью,Undirected,5208,,4
Визуализация данных,Анализ конкурентной среды,Undirected,5209,,4
Работа с маркетплейсами,Научно-исследовательская работа,Undirected,5210,,51
Управление ассортиментом,Управление ассортиментом,Undirected,5211,,8
Работа в системах управления проектами,Лидерство и управление персоналом,Undirected,5212,,15
Управление данными,Знание английского языка,Undirected,5214,,2
"Знание, соблюдение и обеспечение пожарной безопасности",Работа с оргтехникой,Undirected,5215,,2
Google Sheets,Ведение отчетности,Undirected,5216,,2
Базовая инструментальная грамотность,Работа с инвесторами,Undirected,5218,,2
Microsoft Excel,Анализ инвестиционных проектов,Undirected,5219,,1
Оптимизация бизнес-процессов,Информационная грамотность,Undirected,5220,,10
Знание английского языка,Целеустремленность и работоспособность,Undirected,5221,,34
Коммуникативная грамотность,Экспедирование и транспортная логистика,Undirected,5222,,4
Microsoft Word,Креативное мышление,Undirected,5223,,6
Обслуживание клиентов банка,Анализ конкурентной среды,Undirected,5224,,2
WordPress,Написание статей,Undirected,5225,,2
Формирование технических заданий,Контроль качества,Undirected,5226,,1
Креативное мышление,Ведение отчетности,Undirected,5227,,5
Управление производством,Знание английского языка,Undirected,5228,,1
Создание презентационных материалов,Прохождение и проведение экспертиз,Undirected,5229,,9
Figma,Лидерство и управление персоналом,Undirected,5230,,2
Git,Научно-исследовательская работа,Undirected,5231,,3
Управление проектами,UI/UX Дизайн,Undirected,5232,,82
Креативное мышление,Управление продуктом,Undirected,5233,,37
Навыки работы с каналами сбыта продукции,Анализ продаж,Undirected,5235,,1
Научно-исследовательская работа,Microsoft Office,Undirected,5236,,19
Microsoft Visio,Самоорганизованность,Undirected,5237,,6
Маркетинг,Многозадачность,Undirected,5238,,1
Научно-исследовательская работа,Организация учебного процесса,Undirected,5239,,2
Численные расчеты,Математический анализ,Undirected,5240,,1
Организация и управление бизнес-процессами,Управление проектами,Undirected,5241,,210
Поисковая оптимизация сайтов (SEO),Анализ продаж,Undirected,5242,,12
Коммуникативная грамотность,Участие в профессиональных выставках,Undirected,5243,,2
DAX,Microsoft Visio,Undirected,5244,,1
Управленческое консультирование,Статистическая обработка данных,Undirected,5245,,4
1С: ERP,Ведение документооборота,Undirected,5246,,2
Составление карты пути клиента (CJM),Работа в системах управления проектами,Undirected,5247,,7
Управление продуктом,QUIK,Undirected,5248,,2
Научно-исследовательская работа,Управление проектами,Undirected,5249,,1127
Ответственность и проактивность,Целеустремленность и работоспособность,Undirected,5250,,13
IBM SPSS Statistics,Анализ рынка,Undirected,5251,,8
Анализ рынка,Участие в профессиональных выставках,Undirected,5252,,3
Microsoft PowerPoint,Статистическая обработка данных,Undirected,5253,,16
SAP,Сбор и анализ требований,Undirected,5254,,2
Графический дизайн,Создание презентационных материалов,Undirected,5255,,4
Проведение интервью,Управление брендом,Undirected,5256,,3
Ведение отчетности,Лидерство и управление персоналом,Undirected,5257,,3
Анализ продаж,Разработка стратегии,Undirected,5258,,11
Критическое мышление,Управление брендом,Undirected,5260,,3
Анализ конкурентной среды,Оптимизация бизнес-процессов,Undirected,5261,,10
Проведение интервью,Базовые знания ПК,Undirected,5262,,14
Численные расчеты,Взаимодействие с образовательными организациями,Undirected,5263,,1
Hadoop,Научно-исследовательская работа,Undirected,5264,,1
Критическое мышление,Организаторские навыки,Undirected,5265,,3
"Знание, соблюдение и обеспечение техники безопасности",Многозадачность,Undirected,5267,,1
Базовая инструментальная грамотность,Коммуникативная грамотность,Undirected,5268,,326
Ведение отчетности,Упаковка товаров,Undirected,5269,,2
Управление брендом,Организация PR-кампаний,Undirected,5270,,1
Microsoft Office,Управление рисками,Undirected,5271,,1
MySQL,Tableau,Undirected,5272,,1
Целеустремленность и работоспособность,Ведение документооборота,Undirected,5274,,5
Работа в системах управления проектами,Контроль качества,Undirected,5275,,3
Знание основ в области маркетинга,Самоорганизованность,Undirected,5276,,13
Управление кредитными и процентными рисками,Управление проектами,Undirected,5277,,1
Знание базовых принципов разработки,Математическое моделирование,Undirected,5278,,2
Внимательность,Управление проектами,Undirected,5279,,10
Creatio,Научно-исследовательская работа,Undirected,5280,,1
Научно-исследовательская работа,Знания в области силовой электроники,Undirected,5281,,1
Поисковая оптимизация сайтов (SEO),Анализ конкурентной среды,Undirected,5282,,29
Коммуникативная грамотность,Разработка нормативной документации,Undirected,5283,,13
Microsoft Power BI,Анализ данных,Undirected,5284,,12
GameDev,Знание английского языка,Undirected,5285,,3
Power Pivot,Базовая инструментальная грамотность,Undirected,5286,,4
Git,Обучаемость и адаптивность,Undirected,5287,,1
CorelDRAW,Графический дизайн,Undirected,5288,,4
Разработка маркетинговых стратегий,Лидерство и управление персоналом,Undirected,5289,,40
Базовая инструментальная грамотность,Организаторские навыки,Undirected,5290,,93
Взаимодействие с клиентами и заказчиками,Управленческое консультирование,Undirected,5291,,1
Научно-исследовательская работа,Экспедирование и транспортная логистика,Undirected,5292,,2
Публичные выступления и проведение презентаций,Участие в профессиональных выставках,Undirected,5293,,2
Продажи,Работа с поставщиками,Undirected,5295,,11
DAX,Qlik Sense,Undirected,5296,,2
Организаторские навыки,Ведение документооборота,Undirected,5297,,38
Проведение маркетинговых исследований,Креативное мышление,Undirected,5298,,51
Организаторские навыки,Управление брендом,Undirected,5299,,24
Анализ ценообразования,Логическое мышление,Undirected,5300,,13
Разработка маркетинговых стратегий,Упаковка товаров,Undirected,5301,,2
Креативное мышление,Взаимодействие с клиентами и заказчиками,Undirected,5302,,1
Продвижение продукта,CAD/САПР,Undirected,5303,,5
1С: ERP,Работа в команде,Undirected,5304,,4
Управление производством,Microsoft Outlook,Undirected,5305,,2
Работа в команде,Умение принимать решения,Undirected,5306,,8
Учет товарно-материальных ценностей,Учет товарно-материальных ценностей,Undirected,5307,,2
Публичные выступления и проведение презентаций,Продажи,Undirected,5308,,101
Написание и редактирование текстов,Анализ продаж,Undirected,5309,,14
Microsoft Project,Разработка программного обеспечения,Undirected,5310,,2
Публичные выступления и проведение презентаций,Организация и проведение рекламных кампаний,Undirected,5311,,5
Ответственность и проактивность,Самоорганизованность,Undirected,5312,,19
Анализ данных,Системное и интегративное мышление,Undirected,5313,,37
Создание презентационных материалов,Поиск и привлечение новых клиентов,Undirected,5314,,2
Работа с ERP-системами,Работа с ERP-системами,Undirected,5315,,2
IBM SPSS Statistics,Написание статей,Undirected,5316,,4
Mindbox,Научно-исследовательская работа,Undirected,5317,,1
Figma,Ведение документооборота,Undirected,5319,,4
Обслуживание клиентов банка,Проведение интервью,Undirected,5320,,6
Битрикс,Логическое мышление,Undirected,5321,,3
GetCourse,Лидерство,Undirected,5322,,1
Google Sheets,Продажи,Undirected,5323,,12
GameDev,Анализ данных,Undirected,5324,,3
Лидерство и управление персоналом,Разработка нормативной документации,Undirected,5325,,1
Знание базовых принципов разработки,Чтение технической документации,Undirected,5326,,2
Составление договоров,Управление проектами,Undirected,5327,,11
Обучаемость и адаптивность,Системное и интегративное мышление,Undirected,5328,,28
Работа с Low-code инструментами,Формирование технических заданий,Undirected,5329,,1
Управление проектами,Самостоятельность,Undirected,5330,,1
Управление рисками,Базовые знания ПК,Undirected,5331,,1
"Использование моделей IaaS, PaaS, SaaS",Управление брендом,Undirected,5332,,4
